Goodreads Quote Id,Author,Book,ISBN,Quote,Tags,Quote Popularity,Order
543642,"Harry S. Truman","","","Selfishness and greed, individual or national, cause most of our troubles.","cause-of-trouble, government, greed, national-troubles, problems, problems-in-the-world, selfishness, trouble, troubles, wisdom",88,397
120693,"Harry S. Truman","","","I have found the best way to give advice to your children is to find out what they want and then advise them to do it.","childhood, life",71,398
266069,"Harry S. Truman","","","A pessimist is one who makes difficulties of his opportunities and an optimist is one who makes opportunities of his difficulties.","",41,399
79726,"Harry S. Truman","","","The reward of suffering is experience.","",27,400
192073,"Harry S. Truman","","","It is ignorance that causes most mistakes.","",23,401
74345,"Harry S. Truman","","","We must have strong minds, ready to accept facts as they are.","",18,402
614633,"Harry S Truman","","","Men make history and not the other way around. In periods where there is no leadership, society stands still. Progress occurs when courageous, skillful leaders seize the opportunity to change things for the better.","leadership",11,403
3182627,"Harry S Truman","","","Since childhood at my mother's knee, I have believed in honor, ethics and right living as its own reward. I find a very small minority who agree with me on that premise.","honor, virtue",6,404
111503,"Harry Truman","","","The responsibility of the great states is to serve and not to dominate the world.","",6,405
1209313,"Harry S. Truman","","","We believe that all men are created equal because they are created in the image of God.","",6,406
8023435,"Harry S. Truman","","","But we are only termites on a planet and maybe when we bore too deeply into the planet there'll be a reckoning. Who knows?","international-relations, nuclear-bomb, nuclear-war, political-science, war",5,407
3232099,"Harry S Truman","","","You can't have anything worthwhile without difficulties.","",3,408
7262153,"Harry Truman","Where the Buck Stops: The Personal and Private Writings of Harry S. Truman","1612308392","I’m not one to insist that a man can’t possibly make it without a lot of formal education, since my own formal education pretty much stopped when I graduated from Independence High School in 1901. And then there was a twenty-two-year gap, while I worked on a farm and as a railroad timekeeper and served in the Army and did a lot of other things, before I started to attend night classes at Kansas City Law School - and I left there in 1925 and never got a degree. But I’ve tried to increase my knowledge all my life by reading and reading and reading,","",4,409
9029082,"Harry Truman","Where the Buck Stops: The Personal and Private Writings of Harry S. Truman","1612308392","He was the best kind of ordinary man, and when I say that he was an ordinary man, I mean that as high praise, not deprecation. That’s the highest praise you can give a man, that he’s one of the people and becomes distinguished in the service that he gives other people. I don’t know of any higher compliment you can pay a man than that. He was one of the people, and he wanted to stay that way. And he was that way until the day he died. One of the reasons he was assassinated was because he didn’t feel important enough to have the proper guards around him at the Ford’s Theater.","",2,410
8938830,"Harry Truman","","","Always be sincere, even if you don't mean it.","",3,411
7262395,"Harry Truman","Where the Buck Stops: The Personal and Private Writings of Harry S. Truman","1612308392","I once described Washington as a doer surrounded by thinkers. He knew how to make the thinkers work for him, and only a truly superb politician and leader is able to do that.","",2,412
